Number, Label, Comment, X, Y, Z, X_Toe, Y_Toe, Z_Toe, Diameter, Length, Subdrilling, Stemming, Burden, Spacing, Angle, Azimuth, WaterLevel, DetonatingTime, GlobalId, DesignCharge, InputedCharge, Row_Number, Detonators, Boosters, PathLetter
412, , , 748796.360, 8930553.950, 210.184, 748796.360, 8930553.950, 199.384, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11837, 502462a5-7487-40a7-ad39-91f9340f7152, 0.0, 141.000, 0, DVT 15 m :1 ud, , B
413, , , 748798.510, 8930551.910, 210.055, 748798.510, 8930551.910, 199.555, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11792, df25956b-e057-4642-94c9-962f0ae69346, 0.0, 116.300, 0, DVT 15 m :1 ud, , B
414, , , 748800.120, 8930549.420, 210.080, 748800.120, 8930549.420, 199.580, 0.127, 10.500, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11704, 07a8d6d7-1475-4d3b-8d5c-b772f908e813, 0.0, 116.600, 0, DVT 15 m :1 ud, , B
415, , , 748801.730, 8930546.920, 210.240, 748801.730, 8930546.920, 199.640, 0.127, 10.600, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 3.000, 11650, 58efd1af-d777-439b-b678-d5858f557030, 0.0, 128.000, 0, DVT 15 m :1 ud, , B
416, , , 748803.330, 8930544.420, 210.456, 748803.330, 8930544.420, 200.456, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11582, 8fc6f0b3-071b-4c5c-a506-baee563613a1, 0.0, 130.500, 0, DVT 15 m :1 ud, , B
417, , , 748804.930, 8930541.920, 210.558, 748804.930, 8930541.920, 199.558, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11510, 636c2393-e075-43ed-9c10-f097399429ae, 0.0, 145.000, 0, DVT 15 m :1 ud, , 
418, , , 748806.540, 8930539.420, 210.580, 748806.540, 8930539.420, 199.780, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11436, bd8a795a-8515-433f-9904-2bc4227f8f2e, 0.0, 137.200, 0, DVT 15 m :1 ud, , 
419, , , 748808.140, 8930536.920, 210.478, 748808.140, 8930536.920, 199.578, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11376, e3b376fd-9ec7-470c-acb4-f3b5cd9be6ea, 0.0, 128.300, 0, DVT 15 m :1 ud, , 
420, , , 748809.740, 8930534.420, 210.437, 748809.740, 8930534.420, 199.637, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11300, f1c63d2d-8026-4b0c-b95e-2c02e8818fb9, 0.0, 124.600, 0, DVT 15 m :1 ud, , 
421, , , 748811.350, 8930531.920, 210.369, 748811.350, 8930531.920, 199.869, 0.127, 10.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11224, 48d9ed9a-0f61-4d26-a800-5ee1e931756f, 0.0, 123.000, 0, DVT 15 m :1 ud, , 
422, , , 748812.950, 8930529.420, 210.286, 748812.950, 8930529.420, 199.386, 0.127, 10.900, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11148, 449b2be9-af7c-49d1-b3ff-bbafe123ed0b, 0.0, 131.000, 0, DVT 15 m :1 ud, , 
423, , , 748814.550, 8930526.920, 210.326, 748814.550, 8930526.920, 199.426, 0.127, 10.900, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11072, a8a2fc35-3c62-4d6d-8e7e-e51f231b0ff5, 0.0, 139.300, 0, DVT 15 m :1 ud, , 
424, , , 748816.150, 8930524.420, 210.138, 748816.150, 8930524.420, 199.238, 0.127, 10.900, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10996, a19a88d7-94c5-4a91-be7e-ce70c6f0f47b, 0.0, 135.100, 0, DVT 15 m :1 ud, , 
425, , , 748817.760, 8930521.920, 210.425, 748817.760, 8930521.920, 199.425, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10924, 4ceaef46-6d2a-406e-9473-bcf17967ddd1, 0.0, 136.000, 0, DVT 15 m :1 ud, , 
426, , , 748819.360, 8930519.420, 210.397, 748819.360, 8930519.420, 199.297, 0.127, 11.100, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10848, be6f63d6-6a77-47fe-84d0-ff19d760224d, 0.0, 149.300, 0, DVT 15 m :1 ud, , 
427, , , 748820.960, 8930516.920, 210.615, 748820.960, 8930516.920, 199.415, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10772, 02430d5d-7a36-4753-ae98-9346c3a7093c, 0.0, 122.300, 0, DVT 15 m :1 ud, , 
428, , , 748822.570, 8930514.420, 210.237, 748822.570, 8930514.420, 199.337, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10700, 02dc1c45-1393-42b8-894b-a3c112cb868c, 0.0, 141.400, 0, DVT 15 m :1 ud, , 
429, , , 748824.170, 8930511.920, 210.243, 748824.170, 8930511.920, 199.643, 0.127, 10.600, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10622, a198f2cc-7ba7-4f2a-bd67-3bb787f2bf89, 0.0, 109.300, 0, DVT 15 m :1 ud, , 
430, , , 748825.770, 8930509.420, 210.276, 748825.770, 8930509.420, 199.076, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10558, 4122bd22-2fd8-4803-a6d4-945087ab6950, 0.0, 144.300, 0, DVT 15 m :1 ud, , 
431, , , 748827.380, 8930506.920, 210.322, 748827.380, 8930506.920, 199.322, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10482, 2d358d5c-ba9e-4335-bb79-7462ddc1f585, 0.0, 145.600, 0, DVT 15 m :1 ud, , 
432, , , 748828.980, 8930504.420, 210.544, 748828.980, 8930504.420, 200.544, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10406, aad19e18-ddda-4b21-920f-ae8b9c3e1f14, 0.0, 122.400, 0, DVT 15 m :1 ud, , 
433, , , 748830.580, 8930501.920, 210.532, 748830.580, 8930501.920, 199.332, 0.127, 11.200, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10338, 6f24eded-f005-41b0-9a60-6c7bb9cf36e1, 0.0, 147.600, 0, DVT 15 m :1 ud, , 
434, , , 748832.180, 8930499.420, 210.620, 748832.180, 8930499.420, 199.220, 0.127, 11.400, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10274, c671fd4b-988f-42ed-95fe-54ee833031ec, 0.0, 129.600, 0, DVT 15 m :1 ud, , 
435, , , 748833.790, 8930496.920, 210.608, 748833.790, 8930496.920, 199.608, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10196, 8ea0f02d-8d10-46de-b697-2f1765a3d583, 0.0, 144.800, 0, DVT 15 m :1 ud, , A
436, , , 748835.170, 8930494.430, 210.809, 748835.170, 8930494.430, 200.609, 0.127, 10.200, 0.600, 3.500, 0.000, 0.000, 0.0, 0.0, 0.000, 10146, cf95a747-1a7f-45e7-a6a1-1fe180163f0b, 0.0, 131.800, 0, DVT 15 m :1 ud, , A
437, , , 748834.150, 8930491.560, 210.909, 748834.150, 8930491.560, 199.709, 0.127, 11.200, 0.600, 3.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10134, f60bfb00-8695-4366-a1b2-8e849425eb48, 0.0, 124.800, 0, DVT 15 m :1 ud, , A
438, , , 748832.550, 8930494.060, 210.805, 748832.550, 8930494.060, 200.305, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10184, d1d2afd6-52bb-420e-b804-978e6d72f5f8, 0.0, 133.500, 0, DVT 15 m :1 ud, , A
439, , , 748830.950, 8930496.560, 210.712, 748830.950, 8930496.560, 199.712, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10261, 4b4e1622-08eb-4842-a509-718973c778dc, 0.0, 141.500, 0, DVT 15 m :1 ud, , 
440, , , 748829.350, 8930499.060, 210.462, 748829.350, 8930499.060, 199.562, 0.127, 10.900, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10322, 88d029a8-ede7-4e33-8183-9a4397da1b16, 0.0, 144.600, 0, DVT 15 m :1 ud, , 
441, , , 748827.740, 8930501.560, 210.455, 748827.740, 8930501.560, 200.255, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10390, f144f808-370f-4bd8-807d-03e0a4872abd, 0.0, 135.900, 0, DVT 15 m :1 ud, , 
442, , , 748826.140, 8930504.060, 210.512, 748826.140, 8930504.060, 199.012, 0.127, 11.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10466, e46528a8-1842-4f26-a766-8705bf2384c7, 0.0, 96.200, 0, DVT 15 m :1 ud, , 
443, , , 748824.540, 8930506.560, 210.132, 748824.540, 8930506.560, 200.132, 0.127, 10.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 10542, 5b21ce7f-8b63-44f2-b932-d5fb6386f3ea, 0.0, 142.100, 0, DVT 15 m :1 ud, , 
444, , , 748822.930, 8930509.060, 210.366, 748822.930, 8930509.060, 199.366, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10598, 4b302c43-fc51-4ae3-89cf-33b66ec09713, 0.0, 134.200, 0, DVT 15 m :1 ud, , 
445, , , 748821.330, 8930511.560, 210.119, 748821.330, 8930511.560, 199.819, 0.127, 10.300, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10678, 6a93d253-bcaa-4028-9912-1fd3ad6e928f, 0.0, 131.200, 0, DVT 15 m :1 ud, , 
446, , , 748819.730, 8930514.070, 210.250, 748819.730, 8930514.070, 198.950, 0.127, 11.300, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10752, 861a7b51-460b-4d5c-8f3b-286bf17d9f35, 0.0, 135.800, 0, DVT 15 m :1 ud, , 
447, , , 748818.130, 8930516.570, 210.106, 748818.130, 8930516.570, 199.506, 0.127, 10.600, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 10828, 3845dd32-ce19-4bc9-8d62-fdba873873f5, 0.0, 137.200, 0, DVT 15 m :1 ud, , 
448, , , 748816.520, 8930519.070, 210.262, 748816.520, 8930519.070, 199.262, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10908, 14d1ff9b-8675-4fbf-94cb-fe4f57091d8f, 0.0, 142.500, 0, DVT 15 m :1 ud, , 
449, , , 748814.920, 8930521.570, 210.173, 748814.920, 8930521.570, 199.073, 0.127, 11.100, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 10980, d64459c6-1c6c-473a-866b-b20d5216626c, 0.0, 129.600, 0, DVT 15 m :1 ud, , 
450, , , 748813.320, 8930524.070, 210.097, 748813.320, 8930524.070, 199.297, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11056, 377f31e5-e41b-43ad-b6ff-d14a99b63fdd, 0.0, 142.300, 0, DVT 15 m :1 ud, , 
451, , , 748811.710, 8930526.570, 210.113, 748811.710, 8930526.570, 200.113, 0.127, 10.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11132, c294d8fb-81d2-449e-b923-3843482767c9, 0.0, 129.300, 0, DVT 15 m :1 ud, , 
452, , , 748810.110, 8930529.070, 210.198, 748810.110, 8930529.070, 199.998, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11208, 90a891eb-2a39-440b-be0c-e66f207f2547, 0.0, 123.800, 0, DVT 15 m :1 ud, , 
453, , , 748808.510, 8930531.570, 210.416, 748808.510, 8930531.570, 199.416, 0.127, 11.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11284, b89dd3b1-600f-40ab-85e9-b8a203100dff, 0.0, 129.000, 0, DVT 15 m :1 ud, , 
454, , , 748806.900, 8930534.070, 210.346, 748806.900, 8930534.070, 200.146, 0.127, 10.200, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 11360, 56dd91e0-0681-4f69-a4af-cf5b8971f2cb, 0.0, 124.200, 0, DVT 15 m :1 ud, , 
455, , , 748805.300, 8930536.570, 210.397, 748805.300, 8930536.570, 199.597, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 3.000, 11408, 5588ab40-2494-4f2d-b9a8-633150383e15, 0.0, 124.800, 0, DVT 15 m :1 ud, , 
456, , , 748803.700, 8930539.070, 210.271, 748803.700, 8930539.070, 199.471, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11484, d99f21fd-2edb-46fd-995a-2222677c3674, 0.0, 121.000, 0, DVT 15 m :1 ud, , 
457, , , 748802.100, 8930541.570, 210.180, 748802.100, 8930541.570, 200.680, 0.127, 9.500, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11558, 06f5f78e-90a0-4f75-9f44-6269c92cccf5, 0.0, 110.000, 0, DVT 15 m :1 ud, , B
458, , , 748800.490, 8930544.070, 210.077, 748800.490, 8930544.070, 200.277, 0.127, 9.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 3.000, 11634, dce1ea34-f8f0-4608-998e-7037174c8be1, 0.0, 122.700, 0, DVT 15 m :1 ud, , B
459, , , 748798.890, 8930546.570, 209.947, 748798.890, 8930546.570, 198.947, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 9.000, 11680, 8c41cccc-3c2a-4b35-8aeb-e5b37b6cc998, 0.0, 128.000, 0, DVT 15 m :1 ud, , B
460, , , 748797.290, 8930549.070, 209.897, 748797.290, 8930549.070, 199.897, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11774, 1d9c47d4-db6a-472b-ad42-ba2d54e2d842, 0.0, 116.900, 0, DVT 15 m :1 ud, , B
461, , , 748795.440, 8930551.340, 210.161, 748795.440, 8930551.340, 200.061, 0.127, 10.100, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11821, 370d2626-ddad-4a7b-922b-66bd0f14f5d2, 0.0, 126.600, 0, DVT 15 m :1 ud, , B
462, , , 748793.190, 8930553.270, 210.171, 748793.190, 8930553.270, 199.371, 0.127, 10.800, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11907, 6d454c07-1db6-4a43-9b42-ad63d4b55ea1, 0.0, 127.000, 0, DVT 15 m :1 ud, , B
463, , , 748790.940, 8930555.210, 210.211, 748790.940, 8930555.210, 201.211, 0.127, 9.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11976, 5e5397ee-8cd6-41da-ba81-e842294ccbf8, 0.0, 111.200, 0, DVT 15 m :1 ud, , B
464, , , 748788.690, 8930557.150, 210.330, 748788.690, 8930557.150, 200.130, 0.127, 10.200, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12045, 9fd577f5-3928-4cdb-a417-51ed427bad8a, 0.0, 126.500, 0, DVT 15 m :1 ud, , B
465, , , 748786.440, 8930559.090, 210.291, 748786.440, 8930559.090, 199.891, 0.127, 10.400, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 3.000, 12093, d4143745-6749-40ec-8012-88f822ee388e, 0.0, 126.300, 0, DVT 15 m :1 ud, , B
466, , , 748784.190, 8930561.030, 210.318, 748784.190, 8930561.030, 199.818, 0.127, 10.500, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 12189, c1d616cd-9370-4a2a-b411-4b8377f0c52f, 0.0, 114.600, 0, DVT 15 m :1 ud, , B
467, , , 748781.940, 8930562.970, 210.398, 748781.940, 8930562.970, 199.698, 0.127, 10.700, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12252, d229e60d-5e16-4c3f-89e7-ae1f3eafa404, 0.0, 120.400, 0, DVT 15 m :1 ud, , B
468, , , 748779.690, 8930564.900, 210.290, 748779.690, 8930564.900, 199.290, 0.127, 11.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12301, 69566ab6-dd32-4b32-a7d7-addbdb3f33a3, 0.0, 127.200, 0, DVT 15 m :1 ud, , B
469, , , 748777.440, 8930566.840, 210.271, 748777.440, 8930566.840, 199.471, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12373, 5c69c6e9-40dd-4aae-a5f2-6af6e8c31583, 0.0, 132.200, 0, DVT 15 m :1 ud, , B
470, , , 748775.190, 8930568.780, 210.166, 748775.190, 8930568.780, 200.166, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12429, 12a1711e-a5fd-4d75-8251-90b75d9987aa, 0.0, 134.200, 0, DVT 15 m :1 ud, , B
471, , , 748772.920, 8930570.690, 210.135, 748772.920, 8930570.690, 199.335, 0.127, 10.800, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12495, 753ac200-db25-4976-8eef-23b8444d0f48, 0.0, 124.200, 0, DVT 15 m :1 ud, , B
472, , , 748770.590, 8930572.540, 209.962, 748770.590, 8930572.540, 199.462, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12563, 5ca85829-94a2-4f25-b78a-84bc2bbe1cbe, 0.0, 129.700, 0, DVT 15 m :1 ud, , B
473, , , 748768.260, 8930574.390, 210.135, 748768.260, 8930574.390, 199.235, 0.127, 10.900, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12627, d0b68da2-d1c5-40e2-b305-78d2a3e429a6, 0.0, 125.600, 0, DVT 15 m :1 ud, , B
474, , , 748765.940, 8930576.230, 210.342, 748765.940, 8930576.230, 199.642, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12690, 4972a6f6-4667-465f-8dfa-87b9b4158881, 0.0, 122.700, 0, DVT 15 m :1 ud, , B
475, , , 748763.610, 8930578.080, 210.253, 748763.610, 8930578.080, 199.553, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12760, 12242109-284f-4da4-977e-6689bb5a1a32, 0.0, 119.000, 0, DVT 15 m :1 ud, , B
476, , , 748761.080, 8930579.550, 210.260, 748761.080, 8930579.550, 199.560, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12813, 032ef8b3-2dfa-4d7d-b96c-cde3f68fb6e3, 0.0, 125.400, 0, DVT 15 m :1 ud, , B
477, , , 748758.270, 8930580.500, 209.914, 748758.270, 8930580.500, 199.214, 0.127, 10.700, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12883, 9dfa08eb-0173-46a0-a9a8-fc98f0a0345b, 0.0, 117.800, 0, DVT 15 m :1 ud, , B
478, , , 748755.450, 8930581.450, 209.992, 748755.450, 8930581.450, 199.492, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12933, 47168449-af1f-4c12-8fc0-8b2aca87bf04, 0.0, 116.200, 0, DVT 15 m :1 ud, , B
479, , , 748752.280, 8930579.850, 210.311, 748752.280, 8930579.850, 199.711, 0.127, 10.600, 0.600, 2.700, 0.000, 0.000, 0.0, 0.0, 0.000, 12965, e2cbed87-44b7-4a01-b4ed-6eaf12f684f3, 0.0, 113.200, 0, DVT 15 m :1 ud, , B
480, , , 748754.630, 8930579.010, 210.126, 748754.630, 8930579.010, 199.826, 0.127, 10.300, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12913, a731a4f1-572f-4c48-a39e-ab86e99d6c38, 0.0, 117.200, 0, DVT 15 m :1 ud, , B
481, , , 748757.440, 8930578.060, 210.111, 748757.440, 8930578.060, 199.711, 0.127, 10.400, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12863, 5389bf77-a6dc-4c30-82a6-c79b3af0bf08, 0.0, 133.700, 0, DVT 15 m :1 ud, , B
482, , , 748760.260, 8930577.110, 210.073, 748760.260, 8930577.110, 199.773, 0.127, 10.300, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12793, f4a81651-fb02-4ff6-ae4e-b42ac0a5c2b9, 0.0, 128.200, 0, DVT 15 m :1 ud, , B
483, , , 748762.710, 8930575.500, 209.983, 748762.710, 8930575.500, 199.183, 0.127, 10.800, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12743, 85828554-b060-48e0-8764-ba428be35681, 0.0, 127.200, 0, DVT 15 m :1 ud, , B
484, , , 748765.040, 8930573.650, 210.095, 748765.040, 8930573.650, 198.895, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12673, 50cff34d-51ff-48a3-9629-e338b5c89e20, 0.0, 141.300, 0, DVT 15 m :1 ud, , B
485, , , 748767.370, 8930571.810, 209.909, 748767.370, 8930571.810, 199.209, 0.127, 10.700, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12610, b148d38a-4cc9-4c5a-9c27-6d113bea56f5, 0.0, 136.700, 0, DVT 15 m :1 ud, , B
486, , , 748769.690, 8930569.960, 209.921, 748769.690, 8930569.960, 199.221, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12546, 6afecda2-f605-4fc6-958d-88c28d801ad1, 0.0, 137.900, 0, DVT 15 m :1 ud, , B
487, , , 748772.020, 8930568.110, 209.971, 748772.020, 8930568.110, 199.771, 0.127, 10.200, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 12479, b8731c32-c6c2-4b2c-b205-722c1b5ed07f, 0.0, 124.500, 0, DVT 15 m :1 ud, , B
488, , , 748774.270, 8930566.170, 210.131, 748774.270, 8930566.170, 199.331, 0.127, 10.800, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 0.000, 12413, 05d6aeb1-8363-4557-84de-40a3d4a68802, 0.0, 145.500, 0, DVT 15 m :1 ud, , B
489, , , 748776.520, 8930564.230, 210.184, 748776.520, 8930564.230, 199.484, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 12357, 3dfff9ce-9764-47de-b82a-4b4d89465141, 0.0, 136.300, 0, DVT 15 m :1 ud, , B
490, , , 748778.770, 8930562.290, 210.128, 748778.770, 8930562.290, 200.128, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 12285, c4f9f1b6-e89f-4206-9e41-85357cb173f7, 0.0, 134.100, 0, DVT 15 m :1 ud, , B
491, , , 748781.020, 8930560.360, 210.449, 748781.020, 8930560.360, 199.249, 0.127, 11.200, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 12236, 186a7966-716a-4c67-8fb0-a15035ca28bd, 0.0, 143.300, 0, DVT 15 m :1 ud, , B
492, , , 748783.270, 8930558.420, 210.294, 748783.270, 8930558.420, 199.494, 0.127, 10.800, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 3.000, 12165, e60dad9a-0a2c-4771-a663-ef2d34dedff0, 0.0, 136.900, 0, DVT 15 m :1 ud, , B
493, , , 748785.520, 8930556.480, 210.262, 748785.520, 8930556.480, 199.262, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 5.000, 12077, 73054825-0146-406f-a4a1-e72bb06febec, 0.0, 142.500, 0, DVT 15 m :1 ud, , B
494, , , 748787.770, 8930554.540, 210.094, 748787.770, 8930554.540, 201.094, 0.127, 9.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 12021, 3491e03c-4841-4493-a7d8-4c1b0fe8fd4a, 0.0, 123.000, 0, DVT 15 m :1 ud, , B
495, , , 748790.020, 8930552.600, 210.122, 748790.020, 8930552.600, 199.522, 0.127, 10.600, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11956, 1788e7bb-7c6d-4087-a4e4-deeb4e9a2ca6, 0.0, 103.600, 0, DVT 15 m :1 ud, , B
496, , , 748792.270, 8930550.660, 210.089, 748792.270, 8930550.660, 200.089, 0.127, 10.000, 0.600, 2.200, 0.000, 0.000, 0.0, 0.0, 6.000, 11886, e0994eec-1946-4ebf-9ab6-6da00459bbee, 0.0, 118.900, 0, DVT 15 m :1 ud, , B
497, , , 748794.520, 8930548.730, 209.831, 748794.520, 8930548.730, 200.831, 0.127, 9.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11804, e6e0bb6b-faf7-403f-9064-04fc8995a067, 0.0, 109.000, 0, DVT 15 m :1 ud, , B
498, , , 748795.860, 8930546.520, 209.709, 748795.860, 8930546.520, 200.709, 0.127, 9.000, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11750, 5681501d-b078-4de2-bccf-2347e0634a07, 0.0, 103.500, 0, DVT 15 m :1 ud, , B
499, , , 748797.460, 8930544.020, 209.957, 748797.460, 8930544.020, 198.957, 0.127, 11.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11664, 866bea4d-82d2-4824-a705-274218545e36, 0.0, 158.100, 0, DVT 15 m :1 ud, , B
500, , , 748799.060, 8930541.520, 209.885, 748799.060, 8930541.520, 200.485, 0.127, 9.400, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 0.000, 11610, 30225a68-7b47-4142-891f-014ea4f85b32, 0.0, 115.500, 0, DVT 15 m :1 ud, , B
501, , , 748800.660, 8930539.020, 210.026, 748800.660, 8930539.020, 199.726, 0.127, 10.300, 0.600, 2.400, 0.000, 0.000, 0.0, 0.0, 6.000, 11538, 7329f0e4-52e7-42a2-bd49-1d43fc3d201f, 0.0, 117.300, 0, DVT 15 m :1 ud, , B
502, , , 748802.270, 8930536.520, 210.272, 748802.270, 8930536.520, 200.272, 0.127, 10.000, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 6.000, 11464, 97e29bf2-11af-4abc-8e6a-0fb1634153c4, 0.0, 127.000, 0, DVT 15 m :1 ud, , 
503, , , 748803.870, 8930534.020, 210.207, 748803.870, 8930534.020, 199.507, 0.127, 10.700, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11388, 77030434-6d3e-4b50-8ac0-759b4980bf1b, 0.0, 138.600, 0, DVT 15 m :1 ud, , 
504, , , 748805.470, 8930531.520, 210.190, 748805.470, 8930531.520, 199.690, 0.127, 10.500, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11332, 3eb67f4d-b68b-43b4-b2ca-90f74ae8c89f, 0.0, 128.000, 0, DVT 15 m :1 ud, , 
505, , , 748807.080, 8930529.020, 210.247, 748807.080, 8930529.020, 200.147, 0.127, 10.100, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11256, fb6bf08e-6767-484a-afe6-66d4921c611a, 0.0, 109.300, 0, DVT 15 m :1 ud, , 
506, , , 748808.680, 8930526.520, 210.123, 748808.680, 8930526.520, 199.723, 0.127, 10.400, 0.600, 2.300, 0.000, 0.000, 0.0, 0.0, 0.000, 11180, 7f90b77c-8db5-4400-9454-602d612322da, 0.0, 127.300, 0, DVT 15 m :1 ud, , 
